hts_8digit,description,unit,general_rate_raw,general_ad_valorem_rate,special_rate_raw,other_rate_raw,edition_label,generated_at,conflict_count_same_8digit
90148020,Ships' logs and depth-sounding apparatus,"[""No.""]",Free,0.0,,70%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90148040,Electrical,"[""No.""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90148050,Other,"[""No.""]",Free,0.0,,30%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90149010,Of articles covered by subheading 9014.20.40,"[""kg""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90149020,Of articles covered by subheading 9014.20.80,,Free,0.0,,30%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90149040,Of articles covered by subheading 9014.80.50,"[""kg""]",Free,0.0,,30%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90149060,Other,"[""kg""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90151040,Electrical,"[""No.""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90151080,Other,"[""No.""]",Free,0.0,,45%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90152040,Electrical,"[""No.""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90152080,Other,"[""No.""]",Free,0.0,,45%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90153040,Electrical,"[""No.""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90153080,Other,"[""No.""]",2.8%,0.027999999999999997,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",45%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90154040,Electrical,"[""No.""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90154080,Other,"[""No.""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90158020,Optical instruments and appliances,"[""No.""]",Free,0.0,,45%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90158060,Seismographs,"[""No.""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90158080,Other,,Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90159001,Parts and accessories,,Free,0.0,,The rate applicable to the article of which it is a part or accessory,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90160020,Electrical balances and parts and accessories thereof,"[""kg""]",3.9%,0.039,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90160040,Jewelers' balances and parts and accessories thereof,"[""kg""]",2.9%,0.028999999999999998,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",45%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90160060,Other,"[""kg""]",3.3%,0.033,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90171040,Plotters,"[""No.""]",Free,0.0,,45%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90171080,Other,"[""No.""]",3.9%,0.039,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",45%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90172040,"Disc calculators, slide rules and other mathematical calculating instruments","[""No.""]",3.9%,0.039,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90172070,Plotters,"[""No.""]",Free,0.0,,45%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90172080,Other,,4.6%,0.046,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",45%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90173040,Micrometers and calipers,"[""No.""]",5.8%,0.057999999999999996,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",45%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90173080,Other,"[""No.""]",3.9%,0.039,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",45%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90178000,Other instruments,"[""No.""]",5.3%,0.053,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 2.65%(JP)",45%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90179001,Parts and accessories,,The rate applicable to the article of which it is a part or accessory,,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",The rate applicable to the article of which it is a part or accessory,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90181130,Electrocardiographs,"[""No.""]",Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90181160,Printed circuit assemblies,"[""No.""]",Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90181190,Other,"[""No.""]",Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90181200,Ultrasonic scanning apparatus,"[""No.""]",Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90181300,Magnetic resonance imaging apparatus,"[""No.""]",Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90181400,Scintigraphic apparatus,"[""No.""]",Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90181940,"Apparatus for functional exploratory examination, and parts and accessories thereof","[""No.""]",Free,0.0,,55%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90181955,Patient monitoring systems,"[""No.""]",Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90181975,Printed circuit assemblies for parameter acquisition modules,"[""No.""]",Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90181995,Other,,Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90182000,"Ultraviolet or infrared ray apparatus, and parts and accessories thereof",,Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90183100,"Syringes, with or without needles; parts and accessories thereof",,Free,0.0,,60%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90183200,Tubular metal needles and needles for sutures and parts and accessories thereof,"[""No.""]",Free,0.0,,55%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90183900,Other,,Free,0.0,,30%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90184100,"Dental drill engines, whether or not combined on a single base with other dental equipment, and parts and accessories thereof","[""No.""]",Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90184940,Dental burs,"[""gross""]",Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90184980,Other,,Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90185000,Other ophthalmic instruments and appliances and parts and accessories thereof,"[""No.""]",Free,0.0,,60%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90189010,Mirrors and reflectors,"[""No.""]",Free,0.0,,45%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90189020,Other,"[""No.""]",Free,0.0,,60%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90189030,Anesthetic instruments and appliances and parts and accessories thereof,"[""No.""]",Free,0.0,,45%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90189040,"Percussion hammers, stethoscopes and parts of stethoscopes","[""No.""]",Free,0.0,,45%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90189050,"Sphygmomanometers, tensimeters and oscillometers; all the foregoing and parts and accessories thereof",,Free,0.0,,27.5%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90189060,"Electro-surgical instruments and appliances, other than extracorporeal shock wave lithotripters; all the foregoing and parts and accessories thereof","[""No.""]",Free,0.0,,55%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90189064,Defibrillators,"[""No.""]",Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90189068,Printed circuit assemblies for the defibrillators of subheading 9018.90.64,"[""No.""]",Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90189075,Other,,Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90189080,Other,"[""No.""]",Free,0.0,,55%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90191020,Mechano-therapy appliances and massage apparatus; parts and accessories thereof,,Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90191040,Electrically operated apparatus and parts thereof,"[""No.""]",Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90191060,Other,"[""No.""]",Free,0.0,,55%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90192000,"Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic respiration apparatus; parts and accessories thereof","[""No.""]",Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90200040,Underwater breathing devices designed as a complete unit to be carried on the person and not requiring attendants,"[""No.""]",Free,0.0,,27.5%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90200060,Other breathing appliances and gas masks,"[""No.""]",2.5%,0.025,"Free (A,AU,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90200090,Other,"[""kg""]",2.5%,0.025,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90211000,"Orthopedic or fracture appliances, and parts and accessories thereof",,Free,0.0,,55%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90212140,Of plastics,"[""No.""]",Free,0.0,,20%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90212180,Other,"[""No.""]",Free,0.0,,70%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90212940,Of plastics,"[""No.""]",Free,0.0,,20%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90212980,Other,"[""No.""]",Free,0.0,,70%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90213100,Artificial joints and parts and accessories thereof,"[""No.""]",Free,0.0,,55%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90213900,Other,"[""No.""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90214000,"Hearing aids, excluding parts and accessories thereof","[""No.""]",Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90215000,"Pacemakers for stimulating heart muscles, excluding parts and accessories thereof","[""No.""]",Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90219040,Parts and accessories for hearing aids and for pacemakers for stimulating heart muscles,,Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90219081,Other,"[""No.""]",Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90221200,Computed tomography apparatus,"[""No.""]",Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90221300,"Other, for dental uses","[""No.""]",Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90221400,"Other, for medical, surgical or veterinary uses","[""No.""]",Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90221900,For other uses,"[""No.""]",Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90222100,"For medical, surgical, dental or veterinary uses","[""No.""]",Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90222940,"Smoke detectors, ionization type","[""No.""]",Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90222980,Other,"[""No.""]",Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90223000,X-ray tubes,"[""No.""]",Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90229005,Radiation generator units,"[""No.""]",0.8%,0.008,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90229015,Radiation beam delivery units,"[""No.""]",1.4%,0.013999999999999999,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90229025,Other apparatus,"[""No.""]",0.8%,0.008,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90229040,Of X-ray tubes,"[""No.""]",0.9%,0.009000000000000001,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90229060,Of apparatus based on the use of X-rays,"[""No.""]",Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90229070,"Of smoke detectors, ionization type","[""No.""]",1%,0.01,"Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90229095,Other,"[""No.""]",1.4%,0.013999999999999999,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90230000,"Instruments, apparatus and models, designed for demonstrational purposes (for example, in education or exhibitions), unsuitable for other uses, and parts and accessories thereof","[""kg""]",Free,0.0,,Free,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90241000,Machines and appliances for testing metals,"[""No.""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90248000,Other machines and appliances,"[""No.""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90249000,Parts and accessories,,Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90251120,Clinical,"[""No.""]",Free,0.0,,85%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90251140,Other,"[""No.""]",Free,0.0,,85%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90251940,Pyrometers,"[""No.""]",Free,0.0,,45%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90251980,Other,,Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90258010,Electrical,"[""No.""]",1.7%,0.017,"Free (A,AU,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90258015,"Barometers, not combined with other instruments","[""No.""]",1%,0.01,"Free (A,AU,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90258020,"Hydrometers and similar floating instruments, whether or not incorporating a thermometer, non-recording","[""No.""]",2.9%,0.028999999999999998,"Free (A,AU,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",85%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90258035,"Hygrometers and psychrometers, non-recording","[""No.""]",1.4%,0.013999999999999999,"Free (A,AU,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",45%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90258040,"Thermographs, barographs, hygrographs and other recording instruments","[""No.""]",1%,0.01,"Free (A,AU,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90258050,Other,"[""No.""]",1.6%,0.016,"Free (A,AU,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",50%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90259006,Parts and accessories,"[""kg""]",Free,0.0,,The rate applicable to the article of which it is a part or accessory,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90261020,Electrical,,Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90261040,Flow meters,"[""No.""]",Free,0.0,,$4.50 each + 65%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90261060,Other,"[""No.""]",Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90262040,Electrical,"[""No.""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90262080,Other,"[""No.""]",Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90268020,Electrical,"[""No.""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90268040,"Heat meters incorporating liquid supply meters, and anemometers","[""No.""]",Free,0.0,,$4.50 each + 65%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90268060,Other,"[""No.""]",Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90269020,Of electrical instruments and apparatus,"[""kg""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90269040,"Of flow meters, heat meters incorporating liquid supply meters and anemometers","[""kg""]",Free,0.0,,65%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90269060,Other,"[""kg""]",Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90271020,Electrical,"[""kg""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90271040,Optical instruments and apparatus,"[""kg""]",Free,0.0,,50%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90271060,Other,"[""kg""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90272050,Electrical,,Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90272080,Other,,Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90273040,Electrical,,Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90273080,Other,,Free,0.0,,50%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90275010,Exposure meters,"[""No.""]",1.2%,0.012,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",27.5%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90275040,Electrical,,Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90275080,Other,,Free,0.0,,50%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90278100,Mass spectrometers,"[""No.""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90278925,Nuclear magnetic resonance instruments,"[""No.""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90278945,Electrical,,Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90278980,Other,,Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90279020,Microtomes,"[""No.""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90279045,Printed circuit assemblies for the goods of subheading 9027.81 or 9027.89,"[""No.""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90279054,Of electrophoresis instruments not incorporating an optical or other measuring device,"[""kg""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90279056,"Of instruments and apparatus of subheading 9027.20, 9027.30, 9027.50, 9027.81 or 9027.89",,Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90279059,Other,,Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90279064,"Of instruments and apparatus of subheading 9027.20, 9027.30, 9027.50, 9027.81 or 9027.89","[""kg""]",Free,0.0,,50%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90279068,Other,"[""kg""]",Free,0.0,,50%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90279084,"Of instruments and apparatus of subheading 9027.20, 9027.30, 9027.50, 9027.81 or 9027.89","[""kg""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90279088,Other,"[""kg""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90281000,Gas meters,"[""No.""]",16¢ each + 2.5%,,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",$4.50 each + 65%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90282000,Liquid meters,"[""No.""]",16¢ each + 2.5%,,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",$4.50 each + 65%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90283000,Electricity meters,"[""No.""]",Free,0.0,,$4.50 each + 65%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90289000,Parts and accessories,,Free,0.0,,65%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90291040,Taximeters,"[""No.""]",5.3%,0.053,"Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",85%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90291080,Other,"[""No.""]",Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90292020,Bicycle speedometers,"[""No.""]",6%,0.06,"Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)",110%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90292040,Other speedometers and tachometers,,Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90292060,Stroboscopes,"[""No.""]",16¢ each + 2.5%,,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",$4.50 each + 65%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90299020,Of taximeters,"[""kg""]",5.3%,0.053,"Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",85%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90299040,Of bicycle speedometers,"[""kg""]",6%,0.06,"Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)",110%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90299060,Of stroboscopes,"[""kg""]",3.2%,0.032,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",65%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90299080,Other,,Free,0.0,,35%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90301000,Instruments and apparatus for measuring or detecting ionizing radiations,"[""No.""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90302005,Specially designed for telecommunications,"[""No.""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90302010,Other oscilloscopes and oscillographs,"[""No.""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90303100,"Multimeters, without a recording device","[""No.""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90303200,"Multimeters, with a recording device","[""No.""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90303334,Resistance measuring instruments,"[""No.""]",1.7%,0.017,"Free (A*,AU,B,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90303338,Other,"[""No.""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90303901,"Other, with a recording device","[""No.""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90304000,"Other instruments and apparatus, specially designed for telecommunications (for example, cross-talk meters, gain measuring instruments, distortion factor meters, psophometers)","[""No.""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90308200,For measuring or checking semiconductor wafers or devices (including integrated circuits),"[""No.""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90308400,"Other, with a recording device","[""No.""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90308901,Other,"[""No.""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90309025,Printed circuit assemblies,"[""No.""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90309046,Other,"[""kg""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90309066,Of instruments and apparatus of subheading 9030.40 or 9030.82,"[""No.""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90309068,Other,"[""No.""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90309084,Of instruments and apparatus of subheading 9030.82,"[""kg""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90309089,Other,,Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90311000,Machines for balancing mechanical parts,"[""No.""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90312000,Test benches,"[""No.""]",1.7%,0.017,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",45%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90314100,For inspecting semiconductor wafers or devices (including integrated circuits) or for inspecting photomasks or reticles used in manufacturing semiconductor devices (including integrated circuits),,Free,0.0,,50%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90314910,Profile projectors,"[""No.""]",Free,0.0,,45%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90314940,Coordinate-measuring machines,"[""No.""]",Free,0.0,,50%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90314970,For inspecting masks (other than photomasks) used in manufacturing semiconductor devices; for measuring surface particulate contamination on semiconductor devices,"[""No.""]",Free,0.0,,50%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90314990,Other,"[""No.""]",Free,0.0,,50%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
90318040,Electron beam microscopes fitted with equipment specifically designed for the handling and transport of semiconductor wafers or reticles,"[""No.""]",Free,0.0,,40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
